日付,ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
2026-04-24,SC20260424-0032,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.08,1021.0,623,0.01100,89.05,FALSE
2026-04-24,SC20260424-0033,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.10,1021.2,624,0.01100,89.05,FALSE
2026-04-24,SC20260424-0034,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.12,1021.4,625,0.01100,89.07,FALSE
2026-04-24,SC20260424-0035,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.15,1021.6,626,0.01100,89.05,FALSE
2026-04-24,SC20260424-0036,1500m,試作品,YC-08,28.22,50.5,0.906,120.10,122.00,1021.8,627,0.01100,89.05,FALSE
2026-04-24,SC20260424-0037,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.03,1020.2,628,0.01100,89.05,FALSE
2026-04-24,SC20260424-0038,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.05,1020.4,629,0.01100,89.05,FALSE
2026-04-24,SC20260424-0039,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.08,1020.6,630,0.01100,89.05,FALSE
2026-04-24,SC20260424-0040,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.10,1020.8,631,0.01100,89.05,FALSE
2026-04-24,SC20260424-0041,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.12,1021.0,632,0.01100,89.05,FALSE
2026-04-24,SC20260424-0042,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.15,1021.2,633,0.01100,89.05,FALSE
2026-04-24,SC20260424-0043,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.00,1021.4,634,0.01100,89.05,FALSE
2026-04-24,SC20260424-0044,1500m,製造,YC-08,28.21,50.8,0.906,120.02,122.03,1021.6,635,0.01100,89.05,FALSE
2026-04-24,SC20260424-0045,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.05,1021.8,636,0.01100,89.05,FALSE
2026-04-24,SC20260424-0046,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.08,1020.2,637,0.01100,89.05,FALSE
2026-04-24,SC20260424-0047,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.10,1020.4,638,0.01100,89.05,FALSE
2026-04-24,SC20260424-0048,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.12,1020.6,639,0.01100,89.05,FALSE
2026-04-24,SC20260424-0049,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.15,1020.8,640,0.01100,89.05,FALSE
2026-04-24,SC20260424-0050,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.00,1021.0,641,0.01100,89.05,FALSE
2026-04-24,SC20260424-0051,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.03,1021.2,642,0.01100,89.05,FALSE
2026-04-24,SC20260424-0052,1500m,製造,YC-08,28.20,50.6,0.906,120.06,122.05,1021.4,643,0.01100,89.05,FALSE
2026-04-24,SC20260424-0053,500m,試作品,YC-08,28.21,50.7,0.900,120.08,122.08,1021.6,644,0.01100,89.07,FALSE
2026-04-24,SC20260424-0054,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.10,1021.8,645,0.01100,89.05,FALSE
2026-04-24,SC20260424-0055,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.12,1020.2,646,0.01100,89.05,FALSE
2026-04-24,SC20260424-0056,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.15,1020.4,647,0.01100,89.05,FALSE
2026-04-24,SC20260424-0057,500m,製造,YC-08,28.22,50.6,0.900,120.04,122.00,1020.6,648,0.01100,89.05,FALSE
2026-04-24,SC20260424-0058,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.03,1020.8,649,0.01100,89.05,FALSE
2026-04-24,SC20260424-0059,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.05,1021.0,650,0.01100,89.05,FALSE
2026-04-24,SC20260424-0060,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.08,1021.2,651,0.01100,89.05,FALSE
2026-04-24,SC20260424-0061,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.10,1021.4,652,0.01100,89.05,FALSE
2026-04-24,SC20260424-0062,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.12,1021.6,653,0.01100,89.05,FALSE
2026-04-24,SC20260424-0063,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.15,1021.8,654,0.01100,89.05,FALSE
2026-04-24,SC20260424-0064,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.00,1020.2,655,0.01100,89.05,FALSE
2026-04-24,SC20260424-0065,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.03,1020.4,656,0.01100,89.05,FALSE
2026-04-24,SC20260424-0066,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.05,1020.6,657,0.01100,89.05,FALSE
2026-04-24,SC20260424-0067,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.08,1020.8,658,0.01100,89.05,FALSE
2026-04-24,SC20260424-0068,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.10,1021.0,659,0.01100,89.05,FALSE
2026-04-24,SC20260424-0069,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.12,1021.2,660,0.01100,89.05,FALSE
2026-04-24,SC20260424-0070,1000m,試作品,YC-08,28.20,50.9,0.902,120.06,122.15,1021.4,661,0.01100,89.05,FALSE
2026-04-24,SC20260424-0071,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.00,1021.6,662,0.01100,89.05,FALSE
2026-04-24,SC20260424-0072,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.03,1021.8,663,0.01100,89.07,FALSE
2026-04-24,SC20260424-0073,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.05,1020.2,664,0.01100,89.05,FALSE
2026-04-24,SC20260424-0074,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.08,1020.4,665,0.01100,89.05,FALSE
2026-04-24,SC20260424-0075,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.10,1020.6,666,0.01100,89.05,FALSE
2026-04-24,SC20260424-0076,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.12,1020.8,667,0.01100,89.05,FALSE
2026-04-24,SC20260424-0077,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.15,1021.0,668,0.01100,89.05,FALSE
2026-04-24,SC20260424-0078,1000m,製造,YC-08,28.22,50.7,0.902,120.10,122.00,1021.2,669,0.01100,89.05,FALSE
2026-04-24,SC20260424-0079,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.03,1021.4,670,0.01100,89.05,FALSE
2026-04-24,SC20260424-0080,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.05,1021.6,671,0.01100,89.05,FALSE
2026-04-24,SC20260424-0081,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.08,1021.8,672,0.01100,89.05,FALSE
2026-04-24,SC20260424-0082,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.10,1020.2,673,0.01100,89.05,FALSE
2026-04-24,SC20260424-0083,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.12,1020.4,674,0.01100,89.05,FALSE
2026-04-24,SC20260424-0084,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.15,1020.6,675,0.01100,89.05,FALSE
2026-04-24,SC20260424-0085,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.00,1020.8,676,0.01100,89.05,FALSE
2026-04-24,SC20260424-0086,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.03,1021.0,677,0.01100,89.05,FALSE
2026-04-24,SC20260424-0087,1200m,試作品,YC-08,28.22,50.6,0.904,120.04,122.05,1021.2,678,0.01100,89.05,FALSE
2026-04-24,SC20260424-0088,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.08,1021.4,679,0.01100,89.05,FALSE
2026-04-24,SC20260424-0089,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.10,1021.6,680,0.01100,89.05,FALSE
2026-04-24,SC20260424-0090,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.12,1021.8,681,0.01100,89.05,FALSE
2026-04-24,SC20260424-0091,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.15,1020.2,682,0.01100,89.07,FALSE
2026-04-24,SC20260424-0092,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.00,1020.4,683,0.01100,89.05,FALSE
2026-04-24,SC20260424-0093,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.03,1020.6,684,0.01100,89.05,FALSE
2026-04-24,SC20260424-0094,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.05,1020.8,685,0.01100,89.05,FALSE
2026-04-24,SC20260424-0095,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.08,1021.0,686,0.01100,89.05,FALSE
2026-04-24,SC20260424-0096,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.10,1021.2,687,0.01100,89.05,FALSE
2026-04-24,SC20260424-0097,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.12,1021.4,688,0.01100,89.05,FALSE
2026-04-24,SC20260424-0098,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.15,1021.6,689,0.01100,89.05,FALSE
2026-04-24,SC20260424-0099,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.00,1021.8,690,0.01100,89.05,FALSE
2026-04-24,SC20260424-0100,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.03,1020.2,691,0.01100,89.05,FALSE
2026-04-24,SC20260424-0101,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.05,1020.4,692,0.01100,89.05,FALSE
2026-04-24,SC20260424-0102,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.08,1020.6,693,0.01100,89.05,FALSE
2026-04-24,SC20260424-0103,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.10,1020.8,694,0.01100,89.05,FALSE
2026-04-24,SC20260424-0104,1500m,試作品,YC-08,28.21,50.8,0.906,120.02,122.12,1021.0,695,0.01100,89.05,FALSE
2026-04-24,SC20260424-0105,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.15,1021.2,696,0.01100,89.05,FALSE
2026-04-24,SC20260424-0106,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.00,1021.4,697,0.01100,89.05,FALSE
2026-04-24,SC20260424-0107,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.03,1021.6,698,0.01100,89.05,FALSE
2026-04-24,SC20260424-0108,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.05,1021.8,699,0.01100,89.05,FALSE
2026-04-24,SC20260424-0109,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.08,1020.2,700,0.01100,89.05,FALSE
2026-04-24,SC20260424-0110,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.10,1020.4,701,0.01100,89.07,FALSE
2026-04-24,SC20260424-0111,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.12,1020.6,702,0.01100,89.05,FALSE
2026-04-24,SC20260424-0112,1500m,製造,YC-08,28.20,50.6,0.906,120.06,122.15,1020.8,703,0.01100,89.05,FALSE
2026-04-24,SC20260424-0113,500m,製造,YC-08,28.21,50.7,0.900,120.08,122.00,1021.0,704,0.01100,89.05,FALSE
2026-04-24,SC20260424-0114,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.03,1021.2,705,0.01100,89.05,FALSE
2026-04-24,SC20260424-0115,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.05,1021.4,706,0.01100,89.05,FALSE
2026-04-24,SC20260424-0116,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.08,1021.6,707,0.01100,89.05,FALSE
2026-04-24,SC20260424-0117,500m,製造,YC-08,28.22,50.6,0.900,120.04,122.10,1021.8,708,0.01100,89.05,FALSE
2026-04-24,SC20260424-0118,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.12,1020.2,709,0.01100,89.05,FALSE
2026-04-24,SC20260424-0119,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.15,1020.4,710,0.01100,89.05,FALSE
2026-04-24,SC20260424-0120,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.00,1020.6,711,0.01100,89.05,FALSE
2026-04-24,SC20260424-0121,500m,試作品,YC-08,28.20,50.5,0.900,120.00,122.03,1020.8,712,0.01100,89.05,FALSE
2026-04-24,SC20260424-0122,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.05,1021.0,713,0.01100,89.05,FALSE
2026-04-24,SC20260424-0123,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.08,1021.2,714,0.01100,89.05,FALSE
2026-04-24,SC20260424-0124,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.10,1021.4,715,0.01100,89.05,FALSE
2026-04-24,SC20260424-0125,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.12,1021.6,716,0.01100,89.05,FALSE
2026-04-24,SC20260424-0126,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.15,1021.8,717,0.01100,89.05,FALSE
2026-04-24,SC20260424-0127,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.00,1020.2,718,0.01100,89.05,FALSE
2026-04-24,SC20260424-0128,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.03,1020.4,719,0.01100,89.05,FALSE
2026-04-24,SC20260424-0129,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.05,1020.6,720,0.01100,89.07,FALSE
2026-04-24,SC20260424-0130,1000m,製造,YC-08,28.20,50.9,0.902,120.06,122.08,1020.8,721,0.01100,89.05,FALSE
2026-04-24,SC20260424-0131,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.10,1021.0,722,0.01100,89.05,FALSE
2026-04-24,SC20260424-0132,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.12,1021.2,723,0.01100,89.05,FALSE
2026-04-24,SC20260424-0133,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.15,1021.4,724,0.01100,89.05,FALSE
2026-04-24,SC20260424-0134,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.00,1021.6,725,0.01100,89.05,FALSE
2026-04-24,SC20260424-0135,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.03,1021.8,726,0.01100,89.05,FALSE
2026-04-24,SC20260424-0136,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.05,1020.2,727,0.01100,89.05,FALSE
2026-04-24,SC20260424-0137,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.08,1020.4,728,0.01100,89.05,FALSE
2026-04-24,SC20260424-0138,1000m,試作品,YC-08,28.22,50.7,0.902,120.10,122.10,1020.6,729,0.01100,89.05,FALSE
2026-04-24,SC20260424-0139,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.12,1020.8,730,0.01100,89.05,FALSE
2026-04-24,SC20260424-0140,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.15,1021.0,731,0.01100,89.05,FALSE
2026-04-24,SC20260424-0141,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.00,1021.2,732,0.01100,89.05,FALSE
2026-04-24,SC20260424-0142,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.03,1021.4,733,0.01100,89.05,FALSE
2026-04-24,SC20260424-0143,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.05,1021.6,734,0.01100,89.05,FALSE
2026-04-24,SC20260424-0144,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.08,1021.8,735,0.01100,89.05,FALSE
2026-04-24,SC20260424-0145,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.10,1020.2,736,0.01100,89.05,FALSE
2026-04-24,SC20260424-0146,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.12,1020.4,737,0.01100,89.05,FALSE
2026-04-24,SC20260424-0147,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.15,1020.6,738,0.01100,89.05,FALSE
2026-04-24,SC20260424-0148,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.00,1020.8,739,0.01100,89.07,FALSE
2026-04-24,SC20260424-0149,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.03,1021.0,740,0.01100,89.05,FALSE
2026-04-24,SC20260424-0150,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.05,1021.2,741,0.01100,89.05,FALSE
2026-04-24,SC20260424-0151,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.08,1021.4,742,0.01100,89.05,FALSE
2026-04-24,SC20260424-0152,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.10,1021.6,743,0.01100,89.05,FALSE
2026-04-24,SC20260424-0153,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.12,1021.8,744,0.01100,89.05,FALSE
2026-04-24,SC20260424-0154,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.15,1020.2,745,0.01100,89.05,FALSE
2026-04-24,SC20260424-0155,1200m,試作品,YC-08,28.21,50.9,0.904,120.08,122.00,1020.4,746,0.01100,89.05,FALSE
2026-04-24,SC20260424-0156,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.03,1020.6,747,0.01100,89.05,FALSE
2026-04-24,SC20260424-0157,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.05,1020.8,748,0.01100,89.05,FALSE
2026-04-24,SC20260424-0158,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.08,1021.0,749,0.01100,89.05,FALSE
2026-04-24,SC20260424-0159,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.10,1021.2,750,0.01100,89.05,FALSE
2026-04-24,SC20260424-0160,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.12,1021.4,751,0.01100,89.05,FALSE
2026-04-24,SC20260424-0161,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.15,1021.6,752,0.01100,89.05,FALSE
2026-04-24,SC20260424-0162,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.00,1021.8,753,0.01100,89.05,FALSE
2026-04-24,SC20260424-0163,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.03,1020.2,754,0.01100,89.05,FALSE
2026-04-24,SC20260424-0164,1500m,製造,YC-08,28.21,50.8,0.906,120.02,122.05,1020.4,755,0.01100,89.05,FALSE
2026-04-24,SC20260424-0165,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.08,1020.6,756,0.01100,89.05,FALSE
2026-04-24,SC20260424-0166,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.10,1020.8,757,0.01100,89.05,FALSE
2026-04-24,SC20260424-0167,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.12,1021.0,758,0.01100,89.07,FALSE
2026-04-24,SC20260424-0168,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.15,1021.2,759,0.01100,89.05,FALSE
2026-04-24,SC20260424-0169,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.00,1021.4,760,0.01100,89.05,FALSE
2026-04-24,SC20260424-0170,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.03,1021.6,761,0.01100,89.05,FALSE
2026-04-24,SC20260424-0171,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.05,1021.8,762,0.01100,89.05,FALSE
2026-04-24,SC20260424-0172,1500m,試作品,YC-08,28.20,50.6,0.906,120.06,122.08,1020.2,763,0.01100,89.05,FALSE
2026-04-24,SC20260424-0173,500m,製造,YC-08,28.21,50.7,0.900,120.08,122.10,1020.4,764,0.01100,89.05,FALSE
2026-04-24,SC20260424-0174,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.12,1020.6,765,0.01100,89.05,FALSE
2026-04-24,SC20260424-0175,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.15,1020.8,766,0.01100,89.05,FALSE
2026-04-24,SC20260424-0176,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.00,1021.0,767,0.01100,89.05,FALSE
2026-04-24,SC20260424-0177,500m,製造,YC-08,28.22,50.6,0.900,120.04,122.03,1021.2,768,0.01100,89.05,FALSE
2026-04-24,SC20260424-0178,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.05,1021.4,769,0.01100,89.05,FALSE
2026-04-24,SC20260424-0179,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.08,1021.6,770,0.01100,89.05,FALSE
2026-04-24,SC20260424-0180,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.10,1021.8,771,0.01100,89.05,FALSE
2026-04-24,SC20260424-0181,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.12,1020.2,772,0.01100,89.05,FALSE
2026-04-24,SC20260424-0182,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.15,1020.4,773,0.01100,89.05,FALSE
2026-04-24,SC20260424-0183,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.00,1020.6,774,0.01100,89.05,FALSE
2026-04-24,SC20260424-0184,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.03,1020.8,775,0.01100,89.05,FALSE
2026-04-24,SC20260424-0185,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.05,1021.0,776,0.01100,89.05,FALSE
2026-04-24,SC20260424-0186,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.08,1021.2,777,0.01100,89.07,FALSE
2026-04-24,SC20260424-0187,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.10,1021.4,778,0.01100,89.05,FALSE
2026-04-24,SC20260424-0188,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.12,1021.6,779,0.01100,89.05,FALSE
2026-04-24,SC20260424-0189,500m,試作品,YC-08,28.22,50.8,0.900,120.04,122.15,1021.8,780,0.01100,89.05,FALSE
2026-04-24,SC20260424-0190,1000m,製造,YC-08,28.20,50.9,0.902,120.06,122.00,1020.2,781,0.01100,89.05,FALSE
2026-04-24,SC20260424-0191,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.03,1020.4,782,0.01100,89.05,FALSE
2026-04-24,SC20260424-0192,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.05,1020.6,783,0.01100,89.05,FALSE
2026-04-24,SC20260424-0193,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.08,1020.8,784,0.01100,89.05,FALSE
2026-04-24,SC20260424-0194,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.10,1021.0,785,0.01100,89.05,FALSE
2026-04-24,SC20260424-0195,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.12,1021.2,786,0.01100,89.05,FALSE
2026-04-24,SC20260424-0196,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.15,1021.4,787,0.01100,89.05,FALSE
2026-04-24,SC20260424-0197,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.00,1021.6,788,0.01100,89.05,FALSE
2026-04-24,SC20260424-0198,1000m,製造,YC-08,28.22,50.7,0.902,120.10,122.03,1021.8,789,0.01100,89.05,FALSE
2026-04-24,SC20260424-0199,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.05,1020.2,790,0.01100,89.05,FALSE
2026-04-24,SC20260424-0200,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.08,1020.4,791,0.01100,89.05,FALSE
2026-04-24,SC20260424-0201,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.10,1020.6,792,0.01100,89.05,FALSE
2026-04-24,SC20260424-0202,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.12,1020.8,793,0.01100,89.05,FALSE
2026-04-24,SC20260424-0203,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.15,1021.0,794,0.01100,89.05,FALSE
2026-04-24,SC20260424-0204,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.00,1021.2,795,0.01100,89.05,FALSE
2026-04-24,SC20260424-0205,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.03,1021.4,796,0.01100,89.07,FALSE
2026-04-24,SC20260424-0206,1000m,試作品,YC-08,28.21,50.5,0.902,120.02,122.05,1021.6,797,0.01100,89.05,FALSE
2026-04-24,SC20260424-0207,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.08,1021.8,798,0.01100,89.05,FALSE
2026-04-24,SC20260424-0208,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.10,1020.2,799,0.01100,89.05,FALSE
2026-04-24,SC20260424-0209,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.12,1020.4,800,0.01100,89.05,FALSE
2026-04-24,SC20260424-0210,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.15,1020.6,801,0.01100,89.05,FALSE
2026-04-24,SC20260424-0211,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.00,1020.8,802,0.01100,89.05,FALSE
2026-04-24,SC20260424-0212,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.03,1021.0,803,0.01100,89.05,FALSE
2026-04-24,SC20260424-0213,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.05,1021.2,804,0.01100,89.05,FALSE
2026-04-24,SC20260424-0214,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.08,1021.4,805,0.01100,89.05,FALSE
2026-04-24,SC20260424-0215,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.10,1021.6,806,0.01100,89.05,FALSE
2026-04-24,SC20260424-0216,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.12,1021.8,807,0.01100,89.05,FALSE
2026-04-24,SC20260424-0217,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.15,1020.2,808,0.01100,89.05,FALSE
2026-04-24,SC20260424-0218,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.00,1020.4,809,0.01100,89.05,FALSE
2026-04-24,SC20260424-0219,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.03,1020.6,810,0.01100,89.05,FALSE
2026-04-24,SC20260424-0220,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.05,1020.8,811,0.01100,89.05,FALSE
2026-04-24,SC20260424-0221,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.08,1021.0,812,0.01100,89.05,FALSE
2026-04-24,SC20260424-0222,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.10,1021.2,813,0.01100,89.05,FALSE
2026-04-25,SC20260425-0001,1200m,試作品,YC-08,28.20,50.5,0.900,120.00,122.00,1020.2,814,0.01100,89.05,FALSE
2026-04-25,SC20260425-0002,1500m,製造,YC-08,28.21,50.6,0.902,120.02,122.03,1020.4,815,0.01100,89.07,FALSE
2026-04-25,SC20260425-0003,500m,製造,YC-08,28.22,50.7,0.904,120.04,122.05,1020.6,816,0.01100,89.05,FALSE
2026-04-25,SC20260425-0004,1000m,製造,YC-08,28.20,50.8,0.906,120.06,122.08,1020.8,817,0.01100,89.05,FALSE
2026-04-25,SC20260425-0005,1200m,製造,YC-08,28.21,50.9,0.900,120.08,122.10,1021.0,818,0.01100,89.05,FALSE
2026-04-25,SC20260425-0006,1500m,製造,YC-08,28.22,50.5,0.902,120.10,122.12,1021.2,819,0.01100,89.05,FALSE
2026-04-25,SC20260425-0007,500m,製造,YC-08,28.20,50.6,0.904,120.00,122.15,1021.4,820,0.01100,89.05,FALSE
2026-04-25,SC20260425-0008,1000m,製造,YC-08,28.21,50.7,0.906,120.02,122.00,1021.6,821,0.01100,89.05,FALSE
2026-04-25,SC20260425-0009,1200m,製造,YC-08,28.22,50.8,0.900,120.04,122.03,1021.8,822,0.01100,89.05,FALSE
2026-04-25,SC20260425-0010,1500m,製造,YC-08,28.20,50.9,0.902,120.06,122.05,1020.2,823,0.01100,89.05,FALSE
